Address,City/Town,State,ZIP Code,County/Parish,Latitude,Longitude
145 MEMORIAL DRIVE,BROKEN BOW,NE,68822,CUSTER,41.4104379,-99.63210263055447
14000 BOYS TOWN HOSPITAL ROAD,BOYS TOWN,NE,68010,DOUGLAS,41.2507375,-96.13462703065011
8200 DODGE ST,OMAHA,NE,68114,DOUGLAS,41.26082775,-96.04184970418311
1155 MILL STREET,RENO,NV,89502,WASHOE,39.52549275,-119.79596002487868
3186 S MARYLAND PKWY,LAS VEGAS,NV,89109,CLARK,36.13445455,-115.13562809133165
1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,89030,CLARK,36.1950807,-115.1221444615545
1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,CLARK,36.160211849999996,-115.16774875702787
2001 ERRECART BLVD,ELKO,NV,89801,ELKO,40.822831300000004,-115.73062335386889
235 W 6TH ST,RENO,NV,89503,WASHOE,39.532474300000004,-119.81981311951776
102 E LAKE MEAD DR,HENDERSON,NV,89015,CLARK,36.0319843,-114.9822486
1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,CARSON CITY,39.199633,-119.784832
99 MDG 4700 Las Vegas Blvd,Nellis AFB,NV,89191,CLARK,36.2423056,-115.0463031
620 SHADOW LANE,LAS VEGAS,NV,89106,CLARK,36.16388177087408,-115.16554763075071
975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,39.5162327,-119.79827207501249
2375 E PRATER WAY,SPARKS,NV,89434,WASHOE,39.5407921,-119.69779705726725
3100 N TENAYA WAY,LAS VEGAS,NV,89128,CLARK,36.21563985,-115.24913559001897
657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,CLARK,36.1672559,-115.148516
2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,CLARK,36.107934799999995,-115.12254181836701
3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,36.0046184,-115.11528440310605
5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,CLARK,36.090615799999995,-115.24064486733604
9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,36.0724883,-115.29537943163852
10101 DOUBLE R BLVD,RENO,NV,89521,WASHOE,39.43624615,-119.75994736221114
6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,36.285309600000005,-115.09403664211472
8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,36.0574151,-115.27188439737995
6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,36.28635645,-115.28548130898383
1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,36.0727561,-115.03000094720215
1550 W CRAIG RANCH,NORTH LAS VEGAS,NV,89031,CLARK,36.2396546,-115.1606607
6500 LONGLEY LANE,RENO,NV,89511,WASHOE,39.463442740327,-119.77154149650825
200 SOUTH A ST,HAWTHORNE,NV,89415,MINERAL,38.5246441,-118.624578
880 ALDER STREET,INCLINE VILLAGE,NV,89451,WASHOE,39.2501246,-119.951909
1500 AVENUE H,ELY,NV,89301,WHITE PINE,39.255623799999995,-114.85964447158909
535 SOUTH HUMBOLDT STREET,BATTE MTN,NV,89820,LANDER,,
855 6TH STREET/PO BOX 661,LOVELOCK,NV,89419,PERSHING,40.1801273,-118.4747268
1107 HIGHWAY 395,GARDNERVILLE,NV,89410,DOUGLAS,38.9415062,-119.749351
1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,CLARK,36.8097699,-114.1160704384991
118 EAST HASKELL STREET,WINNEMUCCA,NV,89445,HUMBOLDT,40.9714879,-117.72731342471326
901 ADAMS BLVD,BOULDER CITY,NV,89005,CLARK,35.9674334,-114.84270393026887
360 SOUTH LOLA LANE,PAHRUMP,NV,89048,NYE,36.2142475,-116.02480478151276
"700 N SPRING ST, BOX 1010-C-ADM BLDG",CALIENTE,NV,89008,LINCOLN,37.6149601,-114.5105439
801 EAST WILLIAMS AVENUE,FALLON,NV,89406,CHURCHILL,39.4749710005772,-118.76605744155741
213 S WHITACRE/PO BOX 940,YERINGTON,NV,89447,LYON,38.9855429,-119.162989
250 PLEASANT ST,CONCORD,NH,3301,MERRIMACK,43.2001803,-71.56335907061613
1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,GRAFTON,43.67568425,-72.27010182235165
80 HIGHLAND ST,LACONIA,NH,3246,BELKNAP,43.52839765,-71.46278120703946
172 KINSLEY ST,NASHUA,NH,3060,HILLSBOROUGH,42.749222950000004,-71.48019691110878
1 ELLIOT WAY,MANCHESTER,NH,3103,HILLSBOROUGH,42.983547599999994,-71.43805861194829
11 WHITEHALL ROAD,ROCHESTER,NH,3867,STRAFFORD,43.29683245,-70.95991279823082
1 PARKLAND DRIVE,DERRY,NH,3038,ROCKINGHAM,42.8773437,-71.31653798339849
789 CENTRAL AVE,DOVER,NH,3820,STRAFFORD,43.2121751,-70.8746756
580 COURT STREET,KEENE,NH,3431,CHESHIRE,42.9490219,-72.29208574323634
8 PROSPECT STREET,NASHUA,NH,3060,HILLSBOROUGH,42.7566001,-71.4630037
5 ALUMNI DRIVE,EXETER,NH,3833,ROCKINGHAM,42.98360537179622,-70.93464772835243
333 BORTHWICK AVE,PORTSMOUTH,NH,3801,ROCKINGHAM,43.06484685,-70.79044685339795
100 MCGREGOR STREET,MANCHESTER,NH,3102,HILLSBOROUGH,42.9909336,-71.47387789640587
181 CORLISS LANE,COLEBROOK,NH,3576,COOS,44.90458185,-71.48102603601771
90 SWIFTWATER RD,WOODSVILLE,NH,3785,GRAFTON,44.1522971,-72.0370393
600 ST JOHNSBURY ROAD,LITTLETON,NH,3561,GRAFTON,44.3177264,-71.82570976020602
173 MIDDLE STREET,LANCASTER,NH,3584,COOS,44.48576325,-71.5544514696011
273 COUNTY ROAD,NEW LONDON,NH,3257,MERRIMACK,43.4210159,-72.00008044763408
10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,GRAFTON,43.64155715,-72.26471880058631
15 AIKEN AVENUE,FRANKLIN,NH,3235,MERRIMACK,43.4482663,-71.64489211495344
3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,CARROLL,44.061387249999996,-71.13692186979223
243 ELM STREET,CLAREMONT,NH,3743,SULLIVAN,43.384774050000004,-72.34121470442018
452 OLD STREET ROAD,PETERBOROUGH,NH,3458,HILLSBOROUGH,42.8933583,-71.93981593495846
59 PAGE HILL ROAD,BERLIN,NH,3570,COOS,44.4871012,-71.1548895388046
16 HOSPITAL ROAD,PLYMOUTH,NH,3264,GRAFTON,43.757896,-71.69529054333742
240 SOUTH MAIN STREET,WOLFEBORO,NH,3894,CARROLL,43.5815439,-71.20098581894104
30 PROSPECT AVE,HACKENSACK,NJ,7601,BERGEN,40.8837051,-74.05594087673457
201 LYONS AVE,NEWARK,NJ,7112,ESSEX,40.71027275,-74.21258456503452
7600 RIVER RD,NORTH BERGEN,NJ,7047,HUDSON,40.79397715,-73.99587571399397
2100 WESCOTT DRIVE,FLEMINGTON,NJ,8822,HUNTERDON,40.53132745,-74.8613531757357
350 BOULEVARD,PASSAIC,NJ,7055,PASSAIC,40.85946920000001,-74.13798568347374
718 TEANECK RD,TEANECK,NJ,7666,BERGEN,40.882887600000004,-74.010195146723
ONE CLARA MAASS DRIVE,BELLEVILLE,NJ,7109,ESSEX,40.78452358278784,-74.1757993413185
ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,MIDDLESEX,40.3334409,-74.6004341
TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,8210,CAPE MAY,39.075937999999994,-74.81146154659743
4 VALLEY HEALTH PLAZA,PARAMUS,NJ,7652,BERGEN,40.964723649999996,-74.07160371818969
1 COOPER PLAZA,CAMDEN,NJ,8103,CAMDEN,39.94122495,-75.11638647155092
100 MADISON AVE,MORRISTOWN,NJ,7960,MORRIS,40.789571,-74.46568457708935
176 PALISADE AVE,JERSEY CITY,NJ,7306,HUDSON,40.73391145,-74.04998937949378
97 WEST PARKWAY,POMPTON PLAINS,NJ,7444,MORRIS,40.9581982,-74.30993913773298
703 MAIN ST,PATERSON,NJ,7503,PASSAIC,40.90360815,-74.16572618558858
385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,40.7524227,-74.23546171692846
100 BOWMAN DRIVE,VOORHEES,NJ,8043,CAMDEN,39.8425796,-74.9267726
865 STONE ST,RAHWAY,NJ,7065,UNION,40.6131367,-74.29090625
29 EAST 29TH ST,BAYONNE,NJ,7002,HUDSON,40.6681519,-74.11265102028678
225 WILLIAMSON STREET,ELIZABETH,NJ,7207,UNION,40.658750850000004,-74.21422442922449
175 HIGH ST,NEWTON,NJ,7860,SUSSEX,41.05705473626374,-74.7603380989011
1600 HADDON AVENUE,CAMDEN,NJ,8103,CAMDEN,39.9269412,-75.09687825717933
200 TRENTON ROAD,BROWNS MILLS,NJ,8015,BURLINGTON,39.9777214,-74.58432832359125
1505 W SHERMAN AVE,VINELAND,NJ,8360,CUMBERLAND,39.44441055,-75.05858277448098
ONE RIVERVIEW PLAZA,RED BANK,NJ,7701,MONMOUTH,40.35321844825335,-74.06426313421329
ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,40.4951365,-74.4439254
530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,MIDDLESEX,40.5190522,-74.28098296277375
308 WILLOW AVE,HOBOKEN,NJ,7030,HUDSON,40.741482500000004,-74.03397040924716
99 RT 37 WEST,TOMS RIVER,NJ,8755,OCEAN,39.963943900000004,-74.21576081177275
ONE CAPITAL WAY,PENNINGTON,NJ,8534,MERCER,40.3281213,-74.7909992
350 ENGLE ST,ENGLEWOOD,NJ,7631,BERGEN,40.90437205,-73.96851290929763
100 MEDICAL CENTER WAY,SOMERS POINT,NJ,8244,ATLANTIC,39.31545615,-74.59090104576788
110 REHILL AVE,SOMERVILLE,NJ,8876,SOMERSET,40.568073549999994,-74.59495675107048
25 POCONO ROAD,DENVILLE,NJ,7834,MORRIS,40.895596049999995,-74.46494494752471
99 BEAUVOIR AVENUE,SUMMIT,NJ,7901,UNION,40.71255325,-74.35350045181144
425 JACK MARTIN BLVD,BRICK,NJ,8724,OCEAN,40.07664815,-74.13303869304423
1 BAY AVENUE,MONTCLAIR,NJ,7042,ESSEX,40.81122045,-74.20403374838101
175 MADISON AVE,MOUNT HOLLY,NJ,8060,BURLINGTON,39.9858107,-74.79464828292171
230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652,BERGEN,40.96937965,-74.0819105
185 ROSEBERRY ST,PHILLIPSBURG,NJ,8865,WARREN,40.7019807,-75.17819422355825
218A SUNSET ROAD,WILLINGBORO,NJ,8046,BURLINGTON,40.0486883283136,-74.88152035679406
1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401,ATLANTIC,39.3583729,-74.43435192566804
700 MULLICA HILL RD,MULLICA HILL,NJ,8062,GLOUCESTER,39.7338822032636,-75.21022424691417
254 EASTON AVE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,40.500649100000004,-74.45986663512471
1945 STATE ROUTE 33,NEPTUNE,NJ,7753,MONMOUTH,39.219127799999995,-74.71290264999999
355 GRAND STREET,JERSEY CITY,NJ,7302,HUDSON,40.715256800000006,-74.05082388286417
300 SECOND AVENUE,LONG BRANCH,NJ,7740,MONMOUTH,40.3042778,-73.9923596
94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,7039,ESSEX,40.76346035,-74.30484180476817
300 CENTRAL AVE,EAST ORANGE,NJ,7018,ESSEX,40.75421325,-74.21340909745817
600 RIVER AVE,LAKEWOOD,NJ,8701,OCEAN,40.073212749999996,-74.21940497598085
18 EAST LAUREL ROAD,STRATFORD,NJ,8084,CAMDEN,39.829493,-75.008234
750 BRUNSWICK AVE,TRENTON,NJ,8638,MERCER,40.23615855,-74.75222925917251
111 CENTRAL AVENUE,NEWARK,NJ,7102,ESSEX,40.74406955,-74.17413686064728
65 JAMES STREET,EDISON,NJ,8820,MIDDLESEX,40.556357399999996,-74.35017766380267
ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,8690,MERCER,40.21750762456087,-74.6694809853147
901 WEST MAIN STREET,FREEHOLD,NJ,7728,MONMOUTH,40.23751755,-74.31248282059819
727 N BEERS ST,HOLMDEL,NJ,7733,MONMOUTH,40.4065996,-74.19177793875335
1140 RT 72 W,MANAHAWKIN,NJ,8050,OCEAN,39.690518,-74.24864269565325
651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,WARREN,40.8618862,-74.81562810288221
55 MEADOWLANDS PKWY,SECAUCUS,NJ,7094,HUDSON,40.7914715,-74.07354935904303
150 BERGEN ST,NEWARK,NJ,7103,ESSEX,40.7405364,-74.19117585283874
250 OLD HOOK ROAD,WESTWOOD,NJ,7675,BERGEN,40.9847885,-74.01488241223915
"530 NEW BRUNSWICK AVENUE, 4TH FLOOR/GREEN",PERTH AMBOY,NJ,8861,MIDDLESEX,40.5200187,-74.2745215
200 SOMERSET ST,NEW BRUNSWICK,NJ,8901,MIDDLESEX,40.49491315,-74.45094088970589
"92 BRICK ROAD, 3RD FLOOR",MARLTON,NJ,8053,BURLINGTON,39.9005585,-74.93389105589023
2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,35.0879618,-106.617115
455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,35.6574331,-105.94988856036858
2669 SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,32.92383505,-105.93444775433063
801 WEST MAPLE STREET,FARMINGTON,NM,87401,SAN JUAN,36.72371029999999,-108.21653705322512
405 W COUNTRY CLUB ROAD,ROSWELL,NM,88201,CHAVES,33.4246877,-104.52848282488203
601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,BERNALILLO,35.0841034,-106.650985
1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,35.997330149999996,-106.08825395655651
4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,BERNALILLO,35.1318542,-106.590913
2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,DONA ANA,32.29108185,-106.73704022493928
1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,35.0809495,-106.6327644
"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,34.405472,-103.2050709
702 N 13TH STREET,ARTESIA,NM,88210,EDDY,32.848545,-104.41060302258207
3917 WEST ROAD,LOS ALAMOS,NM,87544,LOS ALAMOS,35.881589000000005,-106.31917551904228
1700 CERRILLOS ROAD,SANTA FE,NM,87501,SANTA FE,35.6683624,-105.97029623013026
US HWY 491 NORTH,SHIPROCK,NM,87420,SAN JUAN,36.79196,-108.6997608844924
1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,35.053963,-106.57778
ROUTE 301 NORTH B STREET,ZUNI,NM,87327,MCKINLEY,35.0693961,-108.84939
516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,35.50845011243942,-108.73032052423262
JUNCTION OF HWY 371,CROWNPOINT,NM,87313,MCKINLEY,35.689042,-108.14920882839674
2430 WEST PIERCE STREET,CARLSBAD,NM,88220,EDDY,32.4421741,-104.25736579572231
4900 N LOVINGTON HIGHWAY,HOBBS,NM,88240,LEA,32.75645348075063,-103.17657648075064
10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114,BERNALILLO,35.207827949999995,-106.67810274579017
42121 US HIGHWAY 70,PORTALES,NM,88130,ROOSEVELT,34.197905500000005,-103.32410935
4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,DONA ANA,32.3235962,-106.72885714150237
117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,33.416888,-104.52111352993415
3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,SANDOVAL,35.309213400000004,-106.67946780867229
4801 BECKNER ROAD,SANTA FE,NM,87507,SANTA FE,35.61601895,-106.02525280903407
2560 SAMARITAN DRIVE,LAS CRUCES,NM,88001,DONA ANA,32.3345191,-106.77601108129457
800 EAST 9TH AVENUE,T OR C,NM,87901,SIERRA,33.14048985,-107.24173781937456
1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,34.0572858,-106.8930799
301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,QUAY,35.1568094,-103.72269974024124
300 WILSON STREET,CLAYTON,NM,88415,UNION,36.4543738,-103.1935082907246
1600 NORTH MAIN AVE,LOVINGTON,NM,88260,LEA,32.96266066993857,-103.34840193604298
211 SUDDERTH DRIVE,RUIDOSO,NM,88345,LINCOLN,33.32226015,-105.6311248281407
203 HOSPITAL DRIVE,RATON,NM,87740,COLFAX,36.86201405,-104.44206287581817
1016 E ROOSEVELT AVENUE,GRANTS,NM,87020,CIBOLA,35.16114621468613,-107.83765571433143
900 W ASH,DEMING,NM,88030,LUNA,32.26183125587362,-107.76324355732702
1397 WEIMER ROAD,TAOS,NM,87571,TAOS,36.3682869,-105.57700497832622
1313 E 32ND ST,SILVER CITY,NM,88061,GRANT,32.7970229,-108.26115066109462
104 LEGION DRIVE,LAS VEGAS,NM,87701,SAN MIGUEL,35.623111,-105.2107334688904
1901 RED ROCK DRIVE,GALLUP,NM,87301,MCKINLEY,35.51060313188106,-108.72725105069297
100 HIGH STREET,BUFFALO,NY,14210,ERIE,42.9009931,-78.8622826
127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,40.9288274,-73.89801517879155
400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,42.7544057,-78.13044218177886
1276 FULTON AVENUE,BRONX,NY,10456,BRONX,40.8314156,-73.90317287906956
169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,42.091418950000005,-75.93687315942171
"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208,ALBANY,42.6511674,-73.754968
89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,40.699835,-73.8077023
2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,40.613892750000005,-73.94856895361923
45 READE PLACE,POUGHKEEPSIE,NY,12601,DUTCHESS,41.693605500000004,-73.93481691180614
ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,40.7127281,-74.0060152
2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,40.7261484,-73.5537200955992
355 BARD AVENUE,STATEN ISLAND,NY,10310,RICHMOND,40.63612715,-74.10551116909369
111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,43.0604934,-77.1009374
179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,42.54132145,-75.5259805490139
301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,40.726033150000006,-73.2417981111639
111 HOSPITAL DRIVE,UTICA,NY,13502,ONEIDA,43.1036306,-75.23616847261621
270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,40.879445950000004,-73.41608083950531
1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,42.725252557376116,-73.71105771531191
427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,42.954001149999996,-74.2156376234768
6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,41.9267604,-73.912763
56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,40.7472567,-73.82518656290458
121 DEKALB AVENUE,BROOKLYN,NY,11201,KINGS,40.6905444,-73.97793280375983
315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,ALBANY,42.656592950000004,-73.80405104874258
196 -198 NORTH STREET,GENEVA,NY,14456,ONTARIO,42.87567110650752,-76.98619986247061
111 EAST 210TH STREET,BRONX,NY,10467,BRONX,40.8800853,-73.8798439
621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,43.08436,-79.0614686
127 NORTH STREET,BATAVIA,NY,14020,GENESEE,43.005773,-78.17688951157271
350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,42.87630615,-77.29049449482204
2157 MAIN STREET,BUFFALO,NY,14214,ERIE,42.928807250000006,-78.84803668185236
"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,44.3296606,-74.1311198
234 EAST 149TH STREET,BRONX,NY,10451,BRONX,40.81703305,-73.92437016189787
ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,42.45744926672819,-75.05240647145254
12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,40.91269165,-73.84024561609573
600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,42.10018445,-76.8272708792365
71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,42.246192199999996,-73.77857378657268
191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,42.1227567,-77.95075373375795
113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,42.6503625,-73.7732177457232
230 SECOND AVE,NEW YORK,NY,10003,NEW YORK,40.915141,-73.81058010204082
525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,40.7647523,-73.9549121
2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,42.97795565,-78.88068243152895
515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,42.09031785,-78.42794502230333
160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,41.095892,-73.92633464523931
300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,40.7751387,-73.7024987
1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,40.9168692,-72.6624189
224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,42.5096164,-78.65876698525594
321 GENESEE STREET,ONEIDA,NY,13421,MADISON,43.07741075,-75.65478961677708
100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,40.77364275,-73.96086187105126
76 VETERANS AVE.,BATH,NY,14810,STEUBEN,42.3460323,-77.34735251638165
1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,43.1920427,-77.5882888540516
707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,41.44230935,-74.36831755301692
1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,40.854625299999995,-73.84591428521884
79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,40.74477475,-73.8856505298811
3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,42.9508623,-78.81227547798306
160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,41.3673663,-74.68099765354742
ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,42.696007841734,-74.92332924122591
301 PROSPECT AVENUE,SYRACUSE,NY,13203,ONONDAGA,43.0557698,-76.14937188108505
101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,40.7802502,-72.97642105305104
7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,42.3370164,-77.3177577
7329 SENECA ROAD NORTH,HORNELL,NY,14843,STEUBEN,42.356559,-77.6636904
1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,42.820213249999995,-73.91646093090648
830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,43.96477955,-75.91443519284184
255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,41.11084915,-74.13444929206639
2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,41.23907535,-73.93007463061352
475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,RICHMOND,40.58543795,-74.0847637214016
400 EAST MAIN STREET,MOUNT KISCO,NY,10549,WESTCHESTER,41.1968277,-73.72555052652345
1000 SOUTH AVENUE,ROCHESTER,NY,14617,MONROE,43.1355245,-77.60625104333849
189 EAST MAIN STREET,WESTFIELD,NY,14787,CHAUTAUQUA,42.32897295,-79.57023419495525
FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NEW YORK,40.7127281,-74.0060152
130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,40.86720035,-73.90551068951713
134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,42.608866199999994,-76.18758946800642
423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,40.73707015,-73.97689872286153
2215 BURDETT AVENUE,TROY,NY,12180,RENSSELAER,42.733563849999996,-73.67251181636921
101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,40.87056805,-73.62250331749658
100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,40.80455475,-73.67018384767599
16 GUION PLACE,NEW ROCHELLE,NY,10802,WESTCHESTER,40.913143649999995,-73.78805933427125
75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,40.9396773,-73.05330678560068
5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,43.1540721,-79.03253152626789
100 PARK STREET,GLENS FALLS,NY,12801,WARREN,43.3063845,-73.64601065973591
45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,QUEENS,40.7654301,-73.8174291
4802 TENTH AVENUE,BROOKLYN,NY,11219,KINGS,40.6526006,-73.9497211
270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,40.7352157,-73.6883239
2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,40.5854595,-73.96487147170009
50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,44.67732435,-74.982821337438
ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,40.65298378314867,-73.63051534273775
1901 FIRST AVENUE,NEW YORK,NY,10029,NEW YORK,40.91328064799082,-73.81258509051523
79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,40.897047549999996,-73.31371431895208
451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,40.6564684,-73.9436744942843
736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,43.04129575,-76.13882455536027
462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,40.91891787755102,-73.80965148979591
15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,41.256483,-74.3598755
976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,40.96714751018469,-73.88521400964544
800 POLY PLACE,BROOKLYN,NY,11209,KINGS,40.6081672,-74.0241276
214 KING STREET,OGDENSBURG,NY,13669,ST. LAWRENCE,44.691467900000006,-75.49931143322155
550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,40.920558797934426,-73.80882916449163
1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,43.229545599999994,-75.44243892871299
110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,43.4112973,-76.1279841
462 GRIDER STREET,BUFFALO,NY,14215,ERIE,42.9263064,-78.83246089498365
374 STOCKHOLM STREET,BROOKLYN,NY,11237,KINGS,40.704144150000005,-73.91770759237289
211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,43.086606950000004,-73.79895377271055
105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,41.9268104,-73.99526951219678
1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,43.19153655,-77.70534074142101
529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,42.48041845,-79.33447290402674
82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,40.71770995,-73.80601362085963
1 BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,40.6526006,-73.9497211
100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,41.087434,-73.80669394805594
17 LANSING STREET,AUBURN,NY,13021,CAYUGA,42.941259450000004,-76.56473449264865
